ABN,Charity_Legal_Name,Other_Organisation_Names,Address_Type,Address_Line_1,Address_Line_2,Address_Line_3,Town_City,State,Postcode,Country,Charity_Website,Registration_Date,Date_Organisation_Established,Charity_Size,Number_of_Responsible_Persons,Financial_Year_End,Operates_in_ACT,Operates_in_NSW,Operates_in_NT,Operates_in_QLD,Operates_in_SA,Operates_in_TAS,Operates_in_VIC,Operates_in_WA,Operating_Countries,PBI,HPC,Preventing_or_relieving_suffering_of_animals,Advancing_Culture,Advancing_Education,Advancing_Health,Promote_or_oppose_a_change_to_law__government_poll_or_prac,Advancing_natual_environment,Promoting_or_protecting_human_rights,Purposes_beneficial_to_ther_general_public_and_other_analogous,Promoting_reconciliation__mutual_respect_and_tolerance,Advancing_Religion,Advancing_social_or_public_welfare,Advancing_security_or_safety_of_Australia_or_Australian_public,Aboriginal_or_TSI,Adults,Aged_Persons,Children,Communities_Overseas,Early_Childhood,Ethnic_Groups,Families,Females,Financially_Disadvantaged,LGBTIQA+,General_Community_in_Australia,Males,Migrants_Refugees_or_Asylum_Seekers,Other_Beneficiaries,Other_Charities,People_at_risk_of_homelessness,People_with_Chronic_Illness,People_with_Disabilities,Pre_Post_Release_Offenders,Rural_Regional_Remote_Communities,Unemployed_Person,Veterans_or_their_families,Victims_of_crime,Victims_of_Disasters,Youth,animals,environment,other_gender_identities,Total_Revenue,Total_Expenses,Total_Assets,Net_Assets,Staff_FullTime,Staff_PartTime,Staff_Volunteers,State_Clean,Num_States_Operated,Num_Purposes,Num_Beneficiaries,Is_NT,Size_Encoded
38796464356.0,Geeveston Archives and History Society Incorporated,,Business,5 Brownell St,,,Geeveston,TAS,7116,Australia,https://www.huonvalleytas.com/service/geeveston-archives-history-society-gahs-official-community-webpage/,01/03/2017,25/05/2002,Small,5,30-Jun,0,0,0,0,0,1,0,0,AUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2117.0,4494.0,23984.0,23984.0,0.0,0.0,6.0,TAS,1,1,1,0,1.0
88606218357.0,Canberra Orthopaedic Research and Education Foundation Limited,,Business,L 2 90 Corinna St,,,Phillip,ACT,2606,Australia,https://core-foundation.com.au,07/01/2017,06/03/2015,Small,10,30-Jun,1,1,0,0,0,0,1,0,AUS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,152650.0,127341.0,414461.0,412871.0,0.0,0.0,9.0,ACT,3,1,5,0,1.0
58399785446.0,Australian Tactical Medical association,,Business,Po Box 3540,,,Weston Creek,ACT,2611,Australia,http://www.atma.net.au,24/07/2017,20/07/2017,Small,8,30-Jun,0,0,0,1,0,0,0,0,AUS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,221084.0,195006.0,119328.0,0.0,0.0,0.0,30.0,ACT,1,2,1,0,1.0
55315715133.0,Taree Film Society Incorporated,,Business,Po Box 216,,,Taree,NSW,2430,Australia,tareefilmsociety.org.au,08/08/2017,21/05/1995,Small,7,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,134729.0,98989.0,255656.0,213611.0,0.0,0.0,15.0,NSW,1,1,4,0,1.0
37781294655.0,Amiens History Association Inc.,,Business,38 Simmonds Lane,,,Amiens,QLD,4380,Australia,www.amiensqldhistory.com,09/05/2014,01/01/2000,Small,3,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,30110.0,17392.0,257354.0,257354.0,0.0,0.0,25.0,QLD,0,1,5,0,1.0
49607481372.0,Western Kangoulu Limited,,Business,Po Box 3126,,,Red Hill Rockhampton,QLD,4701,Australia,https://westernkangoulu.com.au/,01/07/2017,05/08/2015,Small,2,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,Y,,81921.0,84888.0,794034.0,281172.0,0.0,0.0,10.0,QLD,0,1,2,0,1.0
63120661234.0,Outback Stores Pty Ltd,,Business,67 Pruen Rd,,,Berrimah,NT,0828,Australia,outbackstores.com.au,01/07/2020,11/07/2006,Large,9,30-Jun,0,1,1,0,1,0,0,1,AUS,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,24809004.0,20716976.0,48298779.0,40160716.0,153.0,5.0,0.0,NT,4,2,1,1,3.0
11616715374.0,Mary Martin Fund,,Business,18 Eden Tce,,,Port Willunga,SA,5173,Australia,,10/02/2017,04/05/2017,Small,4,30-Jun,0,0,0,0,0,0,0,0,AUS,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,2.0,0.0,214.0,214.0,0.0,0.0,2.0,SA,0,3,3,0,1.0
18161871148.0,The Myall Koala and Environment Group Incorporated,,Business,Po Box 28,,,Hawks Nest,NSW,2324,Australia,http://www.myallkoala.org,27/02/2018,11/10/1989,Small,6,31-Mar,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,,4226.0,2129.0,34619.0,34619.0,0.0,0.0,45.0,NSW,0,2,1,0,1.0
68240974617.0,Mandurah Deo Gloria Community Church Inc.,,Business,PO Box 250,,,Mandurah,WA,6210,Australia,,12/05/2017,12/05/2017,Small,2,31-Dec,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,225956.0,234559.0,203963.0,195505.0,1.0,1.0,72.0,WA,1,1,7,0,1.0
69052210256.0,Cape Animal Protection Shelter Inc,,Business,,,,,,,Australia,https://www.facebook.com/CAPS.for.dogs,01/07/2017,18/11/2010,Small,5,30-Sep,0,0,0,1,0,0,0,0,AUS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,,,137230.0,193113.0,1586644.0,1556528.0,0.0,0.0,15.0,,1,1,0,0,1.0
75316177473.0,Reconciliation Western Australia Inc,,Business,The Consititutional Centre of Western Australia,Cnr Havelock st and Parliament Place,,West Perth,WA,6005,Australia,www.recwa.org.au,01/07/2016,01/07/2016,Medium,11,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,,,,2009166.0,1989047.0,957703.0,303914.0,9.0,4.0,120.0,WA,1,1,17,0,2.0
93495068295.0,Fitzpatrick Sykes Family Foundation,,Business,,,,,,,,,05/05/2017,05/05/2017,Medium,5,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,Y,,2814230.0,451623.0,9626465.0,9623825.0,0.0,0.0,0.0,,1,1,8,0,2.0
81424869979.0,Friends of Penleigh & Essendon Grammar School Inc,,Business,Po Box 417,,,Niddrie,VIC,3042,Australia,https://www.pegs.vic.edu.au/community/friends-of-pegs,11/05/2017,01/01/2000,Small,3,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,50688.0,46549.0,179320.0,179320.0,0.0,0.0,8.0,VIC,0,1,1,0,1.0
93249530317.0,OM Therapy,,Business,,,,,,,,www.instagram.com/om_therapy_,05/04/2017,05/04/2017,Small,3,30-Jun,0,0,0,0,0,0,0,0,AUS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,,,Y,,,,,,,,,0,1,12,0,1.0
76837098722.0,CCC Carlingford Trust Fund,,Business,7 Loftus Rd,,,Pennant Hills,NSW,2120,Australia,,03/12/2012,30/03/2004,Small,6,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,269643.0,304363.0,654300.0,648151.0,0.0,0.0,9.0,NSW,0,1,3,0,1.0
56389629420.0,Gunya Meta Inc,,Business,22 Mayes Avenue,,,LOGAN CENTRAL,QLD,4114,Australia,https://gunyameta.org,03/12/2012,01/01/2011,Medium,3,30-Jun,0,0,0,1,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,1014940.0,954917.0,231183.0,164690.0,7.0,25.0,15.0,QLD,1,1,10,0,2.0
67677571310.0,fey futures,,Business,,,,,,,,,26/05/2017,26/05/2017,Small,2,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,514566.0,38373.0,934310.0,929910.0,0.0,0.0,0.0,,1,2,1,0,1.0
20606772945.0,Barang Regional Alliance Ltd,,Business,35 McPherson Rd,,,Mardi,NSW,2259,Australia,www.barang.org.au,01/07/2016,17/09/2015,Large,9,30-Jun,0,1,0,0,0,0,0,0,AUS,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1857381.0,1839367.0,1480731.0,198350.0,5.0,2.0,8.0,NSW,1,2,1,0,3.0
56617941376.0,Farmers for Climate Action Limited,,Business,Level 2,700 Swanston Street,,Carlton,VIC,3053,Australia,www.farmersforclimateaction.org.au,31/05/2017,07/04/2017,Medium,6,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Y,Y,,1532950.0,1545270.0,1707728.0,1616734.0,0.0,9.0,50.0,VIC,1,1,7,0,2.0
32486503875.0,HRDC INC,,Business,314 Albury Street,,,Murrumburrah,NSW,2587,Australia,www.hrdc.org.au,12/03/2019,31/08/2008,Small,6,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,275768.0,282134.0,382583.0,275167.0,1.0,1.0,0.0,NSW,1,1,1,0,1.0
24099011417.0,RIVERS APOSTOLIC CENTRE LTD,,Business,16 Noel St,,,Slacks Creek,QLD,4127,Australia,riversapostoliccentre.com,30/06/2017,10/12/2001,Medium,6,30-Jun,0,0,0,1,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,,,,462740.0,604137.0,1777138.0,1619870.0,1.0,3.0,60.0,QLD,1,1,13,0,2.0
16109045650.0,Donkey Wheel Ltd,,Business,G 673 Bourke St,,,Melbourne,VIC,3000,Australia,http://donkeywheel.org,01/01/2014,12/05/2004,Small,3,30-Jun,0,0,0,0,0,0,1,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIC,1,1,1,0,1.0
89612034324.0,Bangalow Koalas Inc,,Business,26 Parrot Tree Pl,,,Bangalow,NSW,2479,Australia,http://www.bangalowkoalas.com.au/,01/01/2018,31/03/2017,Medium,8,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,Y,,1222482.0,1111762.0,873932.0,177868.0,0.0,0.0,185.0,NSW,0,1,1,0,2.0
60623963744.0,Australasian Diving Safety Foundation Ltd,"Australasian Diving Safety Foundation, Australasian Diving Safety Foundation Limited",Business,U 6 12 Dudley Pde,,,Canterbury,VIC,3126,Australia,www.adsf.org.au,22/01/2018,22/01/2018,Small,4,30-Jun,1,1,1,1,1,1,1,1,"AUS, NZL",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,86524.0,292706.0,3242053.0,3224890.0,0.0,1.0,3.0,VIC,8,1,3,0,1.0
41412996124.0,Divine Family Care Inc,,Business,24-26 Autumn Pl,,,Doveton,VIC,3177,Australia,www.divinefamilycare.org,15/03/2018,11/12/2012,Small,3,30-Jun,0,0,0,0,0,0,1,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,40841.0,38268.0,14112.0,13355.0,0.0,3.0,15.0,VIC,1,1,1,0,1.0
72785876739.0,Victor Lionel Meise Memorial Trust,,Business,GPO Box 4172,,,Sydney,NSW,2001,AUSTRALIA,,08/02/2018,08/02/2018,Small,4,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,313238.0,142519.0,4527740.0,4527740.0,0.0,0.0,0.0,NSW,0,2,1,0,1.0
20366559874.0,Shell Cove Public School P&C Association,,Business,Corner of Stradbroke Ave and Killalea Drive,,,Shell Cove,NSW,2529,Australia,https://www.facebook.com/share/QU5ePPsGuHBm4xdZ/,06/03/2018,08/02/2005,Small,1,31-Dec,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3043.0,12319.0,0.0,0.0,0.0,0.0,4.0,NSW,0,1,1,0,1.0
87193502978.0,SHIFA INSTITUTE,,Business,Po Box 191,,,Revesby North,NSW,2212,Australia,https://shifa.net.au/,14/03/2017,14/03/2017,Small,2,30-Jun,0,1,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,43644.0,40030.0,198372.0,198372.0,0.0,0.0,20.0,NSW,1,2,8,0,1.0
89800130774.0,Divine You Incorporated,,Business,8 Federal St,,,Narrogin,WA,6312,Australia,divineu.weebly.com,27/04/2018,13/04/2016,Small,13,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,Y,Y,,17826.0,13136.0,15790.0,15790.0,0.0,0.0,53.0,WA,0,2,22,0,1.0
24625260317.0,Mind Heart Connect Foundation Ltd,Emma Harrison,Business,23 Shaftesbury Ave,,,Malvern,VIC,3144,Australia,www.mindheartconnect.org,27/03/2018,27/03/2018,Small,4,30-Jun,0,1,0,0,0,0,1,0,AUS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,,,,48363.0,29150.0,96208.0,61668.0,0.0,0.0,6.0,VIC,2,1,13,0,1.0
33707205168.0,The MCCC Song En Tang Trust,,Business,,,,,,,Australia,,15/05/2018,22/02/2018,Small,5,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,219881.0,33260.0,5706338.0,5705838.0,0.0,0.0,5.0,,0,1,1,0,1.0
90625624357.0,Slav Fest Association Inc,,Business,,,,,,,Australia,salvfestbrisbane.com,02/05/2018,13/04/2018,Small,3,30-Jun,0,0,0,1,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,,,,9596.0,4034.0,39678.0,39678.0,0.0,0.0,25.0,,1,0,13,0,1.0
72110864588.0,Wandoan Show Society Inc,,Business,92 Roche Creek Rd,,,Wandoan,QLD,4419,Australia,wandoanshow.com.au,01/04/2017,01/01/1950,Small,4,30-Jun,0,0,0,1,0,0,0,0,AUS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,374902.0,359485.0,845700.0,845700.0,0.0,0.0,145.0,QLD,1,1,5,0,1.0
38299705989.0,Ukrainian Catholic Church Parish of Our Lady of Protection,,Business,36 Broadway St,,,Woolloongabba,QLD,4102,Australia,https://catholicukes.org.au/parishes/brisbane/,29/12/2016,01/07/2001,Small,5,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,,,,0.0,0.0,0.0,0.0,1.0,0.0,5.0,QLD,0,1,13,0,1.0
69483109709.0,Learning Filipino Together,,Business,180 London Cct,,,Canberra,ACT,2601,Australia,https://flscanberra.com/,09/03/2018,19/04/2010,Small,11,30-Jun,1,0,0,0,0,0,0,0,AUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,7256.0,6444.0,3842.0,3842.0,2.0,2.0,11.0,ACT,1,1,7,0,1.0
54794801039.0,Newlands & East Coburg Community Hubs Inc,,Business,20 Murray Road,,,Coburg North,Vic,3058,Australia,www.necchi.org,13/06/2017,16/05/2017,Medium,11,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Y,,543427.0,522813.0,447501.0,359777.0,0.0,6.0,27.0,VIC,0,1,10,0,2.0
94622909255.0,ALAN WILLS MINISTRIES,,Business,11 Hillcrest Ct,,,Murrumba Downs,QLD,4503,Australia,alanwillsministries.org,18/11/2017,17/11/2017,Small,3,30-Jun,0,0,0,0,0,0,0,0,NPL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,88077.0,77708.0,79745.0,79745.0,2.0,0.0,0.0,QLD,0,1,7,0,1.0
41558849050.0,OZ CHILDREN RELIEF ASSOCIATION INCORPORATED,,Business,,,,,,,Australia,,29/05/2017,29/05/2017,Small,7,30-Jun,0,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,1,1,4,0,1.0
48624225298.0,Gippsland Rhythm & Wings Ltd,,Business,,,,,,,Australia,grw.org.au,05/02/2018,05/02/2018,Small,3,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,8026.0,7453.0,16894.0,16894.0,0.0,0.0,6.0,,0,1,0,0,1.0
66621888551.0,Desire to Aspire Ltd,,Business,Po Box 4202,,,Victoria Park,WA,6979,Australia,http://www.desiretoaspire.com.au,25/09/2017,25/09/2017,Small,3,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,49295.0,55000.0,30000.0,-3000.0,0.0,0.0,4.0,WA,0,1,2,0,1.0
14154243204.0,Artology Ltd,,Business,Bma House,,,Sydney,NSW,2000,Australia,http://www.artology.org.au,01/07/2017,14/11/2011,Medium,3,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,857400.0,885274.0,149244.0,125578.0,2.0,1.0,0.0,NSW,0,1,1,0,2.0
27884973865.0,Bringing Them Home WA Incorporated,,Business,57 Murray St,,,Perth,WA,6000,Australia,https://bringingthemhomewa.com/,03/12/2012,01/01/1995,Small,4,30-Jun,0,0,0,0,0,0,0,1,AUS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,,,,377910.0,374194.0,139131.0,51131.0,0.0,0.0,6.0,WA,1,1,16,0,1.0
34388081837.0,Dr Peter Warnock Smith Trust,,Business,,,,,,,,,06/09/2017,02/07/2017,Small,8,30-Jun,0,0,0,0,0,1,0,0,AUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,213724.0,165399.0,4316585.0,4316585.0,0.0,0.0,0.0,,1,1,1,0,1.0
93620866873.0,Gippsland Region Aged Care Enterprise (GRACE) Limited,,Business,9 Oconnell Rd,,,Foster,VIC,3960,Australia,,04/12/2017,03/08/2017,Small,8,30-Jun,0,0,0,0,0,0,1,0,AUS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,11.0,76.0,1217.0,1217.0,0.0,0.0,8.0,VIC,1,1,4,0,1.0
18144523254.0,The Voice of the Cross Pentecostal Church,,Business,168 Kildare Rd,,,Blacktown,NSW,2148,Australia,,15/09/2017,18/07/2017,Small,3,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NSW,0,1,0,0,1.0
19729811234.0,Avon Valley Motor Museum Association Inc.,,Business,120 Avon Tce,,,York,WA,6302,Australia,www.yorkmotormuseum.com,01/09/2017,06/09/2016,Small,4,31-Aug,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,198371.0,108751.0,1014943.0,633037.0,0.0,0.0,14.0,WA,0,1,6,0,1.0
47617315189.0,Schoolapedia Limited,,Business,Po Box 200,,,Highgate,SA,5063,Australia,www.schoolapedia.com.au,01/07/2017,22/02/2017,Small,2,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,13000.0,8432.0,13145.0,11848.0,0.0,1.0,1.0,SA,0,1,2,0,1.0
94827056482.0,Ngaanyatjarra Agency & Transport Services Unit Trust,,Business,254 Welshpool Rd,,,Welshpool,WA,6106,Australia,,31/01/2018,25/10/1984,Large,13,30-Jun,0,0,1,0,0,0,0,1,AUS,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,26218130.0,26218130.0,9181810.0,3896753.0,3.0,2.0,0.0,WA,2,2,1,0,3.0
28134167724.0,Soulspace Christian Community Incorporated,,Business,103 Fletcher Road,,,Peterhead,SA,5016,Australia,www.soulspacecommunity.org.au,13/11/2017,01/10/2017,Small,3,30-Jun,0,0,0,0,1,0,0,0,AUS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,,,,10163.0,15392.0,11138.0,11138.0,0.0,0.0,20.0,SA,1,1,13,0,1.0
94612662307.0,International Youth Movement For Human Rights Foundation,,Business,3/25 Wiltshire Street,,,Salisbury,SA,5108,AUSTRALIA,humanrightsyouth.org,01/07/2016,27/05/2016,Small,2,30-Jun,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,SA,0,1,5,0,1.0
73566106539.0,WAI Australian Chapter Incorporated,,Business,4 Lavis Pl,,,Raglan,NSW,2795,Australia,www.waiaustralia.org,30/11/2017,30/10/2015,Small,10,30-Jun,0,0,0,0,0,0,0,0,AUS,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,,,,88368.0,74214.0,125924.0,125924.0,0.0,0.0,40.0,NSW,0,2,13,0,1.0
27619828189.0,My First School Pakistan Limited,,Business,U 4 1 Aubrey St,,,Stanmore,NSW,2048,Australia,www.my-first-school.org,19/06/2017,19/06/2017,Small,4,30-Jun,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2328.0,4783.0,69045.0,69045.0,0.0,0.0,1.0,NSW,0,2,4,0,1.0
79618529598.0,Heaven's Family Australia Limited,,Business,165 Belgrave-Hallam Road,,,Belgrave South,VIC,3160,Australia,,19/05/2017,04/07/2017,Small,3,31-Dec,0,0,0,0,0,0,0,0,"GTM, KEN, MMR",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,89758.0,97718.0,35889.0,35889.0,0.0,0.0,3.0,VIC,0,1,8,0,1.0
35670130473.0,Mindful Dogs Incorporated,,Business,10 Euroka St,,,Narrabundah,ACT,2604,Australia,https://mindfuldogs.org/,01/07/2018,10/03/1990,Small,5,30-Jun,1,0,0,0,0,0,0,0,AUS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0.0,0.0,200.0,52.0,0.0,0.0,5.0,ACT,1,1,1,0,1.0
